total_loss,iou_loss,l1_loss,conf_loss,cls_loss,lr,size
4.212535398230089,2.1959646017699117,0.0,1.4358053097345134,0.580721238938053,2.5258345132743363e-05,798.3008849557522
3.692438053097345,2.006340707964602,0.0,1.158641592920354,0.5275,6.24878761061947e-05,796.6017699115044
3.6100265486725664,1.9658761061946903,0.0,1.123420353982301,0.5206858407079646,6.242048672566371e-05,785.6991150442478
3.608610619469027,1.9723938053097345,0.0,1.1144292035398229,0.5217876106194691,6.22920796460177e-05,807.5044247787611
3.54816814159292,1.9310575221238937,0.0,1.1023141592920354,0.5148230088495576,6.210265486725664e-05,798.1592920353983
3.4953982300884956,1.9080309734513272,0.0,1.0760221238938052,0.5112345132743363,6.185234513274337e-05,812.6017699115044
3.478818584070796,1.9133716814159294,0.0,1.0544867256637167,0.5108495575221239,6.15420353982301e-05,798.7256637168142
3.4244867256637166,1.8685265486725662,0.0,1.0516858407079646,0.5041946902654868,6.117194690265487e-05,802.5486725663717
3.442880530973451,1.8820309734513274,0.0,1.0549026548672567,0.5059734513274337,6.074336283185841e-05,803.3982300884956
3.4232509225092254,1.865642066420664,0.0,1.053660516605166,0.5039114391143912,6.029782287822879e-05,744.0073800738007
3.4322619926199263,1.8650553505535055,0.0,1.0645055350553505,0.5026826568265683,5.975911439114391e-05,731.6014760147601
3.3929446494464943,1.8498708487084872,0.0,1.0422878228782286,0.5007232472324723,5.916416974169742e-05,761.3948339483395
3.3790258302583025,1.8455018450184502,0.0,1.0337158671586717,0.49975645756457565,5.8514981549815496e-05,763.8966789667896
3.3718487084870845,1.854789667896679,0.0,1.0157601476014761,0.5012472324723247,5.7812250922509226e-05,731.2250922509226
3.364608856088561,1.8471033210332104,0.0,1.01719926199262,0.5002767527675276,5.7057785977859775e-05,748.2656826568266
3.3761734317343173,1.84180073800738,0.0,1.0350369003690036,0.4993394833948339,5.625321033210332e-05,748.3542435424354
3.3356125461254615,1.8287343173431734,0.0,1.0104538745387455,0.4964243542435425,5.539985239852399e-05,775.070110701107
3.2675461254612546,1.8167269372693728,0.0,0.9563690036900369,0.49445387453874545,5.449974169741697e-05,729.8081180811809
3.2864760147601477,1.814011070110701,0.0,0.9781586715867159,0.49432103321033216,5.355468634686347e-05,752.3468634686346
3.3408745387453873,1.832040590405904,0.0,1.0115129151291513,0.4972435424354244,5.256667896678967e-05,745.9188191881918
3.3325350553505535,1.825439114391144,0.0,1.0114686346863468,0.49561623616236167,5.153756457564576e-05,751.6826568265683
3.314723247232472,1.8223284132841329,0.0,0.9973173431734318,0.49507380073800733,5.0469852398523985e-05,756.2656826568266
3.2936236162361623,1.8012472324723245,0.0,0.9998634686346864,0.49252398523985236,4.936542435424354e-05,745.5719557195572
3.2991697416974173,1.8011734317343173,0.0,1.0062952029520296,0.4917121771217712,4.8226826568265685e-05,730.5830258302583
3.2991254612546124,1.8034022140221402,0.0,1.003918819188192,0.49180073800738006,4.7056014760147604e-05,736.6568265682657
3.2488339483394832,1.7974944649446494,0.0,0.9605535055350554,0.49086346863468633,4.58560147601476e-05,736.2583025830259
3.246140221402214,1.7939963099630996,0.0,0.961369003690037,0.49076014760147607,4.4628819188191884e-05,762.169741697417
3.231420664206642,1.780929889298893,0.0,0.9619483394833948,0.48857933579335794,4.337708487084871e-05,760.6125461254612
3.250512915129151,1.7906014760147602,0.0,0.9703394833948339,0.48959040590405906,4.210350553505535e-05,742.4354243542435
3.212579335793358,1.7757269372693727,0.0,0.9495535055350554,0.4873321033210332,4.0810701107011074e-05,750.619926199262
3.2627933579335795,1.791250922509225,0.0,0.9817343173431735,0.4897638376383764,3.950125461254613e-05,751.070110701107
3.2768118081180813,1.8139778597785978,0.0,0.9693911439114391,0.4934760147601476,3.817793357933579e-05,773.6974169741698
