52,2,72.20,78.62,84.48,253.90,0.94,-1,-1,-1
52,3,146.30,112.70,63.47,208.49,0.92,-1,-1,-1
53,2,75.57,77.86,84.28,254.24,0.94,-1,-1,-1
53,3,145.39,113.05,65.17,208.04,0.93,-1,-1,-1
54,2,78.62,77.15,84.59,255.68,0.93,-1,-1,-1
54,3,144.03,112.44,67.38,209.22,0.93,-1,-1,-1
55,2,80.97,76.30,85.49,258.30,0.93,-1,-1,-1
55,3,140.85,111.57,68.82,210.44,0.90,-1,-1,-1
56,2,83.57,75.63,86.47,261.14,0.93,-1,-1,-1
56,3,138.69,111.70,69.73,211.03,0.89,-1,-1,-1
56,4,176.23,120.84,51.09,178.30,0.85,-1,-1,-1
57,2,86.30,75.17,87.30,263.31,0.94,-1,-1,-1
57,3,134.64,111.11,70.15,212.03,0.90,-1,-1,-1
57,4,179.22,121.13,50.73,176.83,0.84,-1,-1,-1
58,2,89.45,75.33,87.86,264.08,0.94,-1,-1,-1
58,3,135.00,110.56,69.52,211.21,0.88,-1,-1,-1
58,4,177.88,121.22,50.37,174.19,0.87,-1,-1,-1
59,2,92.05,75.26,88.26,264.77,0.93,-1,-1,-1
59,3,136.23,110.55,68.60,210.38,0.86,-1,-1,-1
59,4,180.63,121.24,50.77,174.47,0.87,-1,-1,-1
60,2,94.27,74.28,89.21,267.17,0.95,-1,-1,-1
60,3,135.64,110.06,68.53,212.22,0.88,-1,-1,-1
60,4,182.42,121.16,50.71,172.37,0.89,-1,-1,-1
61,2,96.39,74.60,89.55,267.66,0.96,-1,-1,-1
61,3,133.60,109.43,67.69,209.87,0.86,-1,-1,-1
61,4,187.92,121.04,51.19,173.59,0.87,-1,-1,-1
62,2,97.94,74.22,89.78,268.47,0.96,-1,-1,-1
62,3,130.95,109.36,66.52,208.19,0.86,-1,-1,-1
62,4,191.13,121.16,51.13,173.10,0.89,-1,-1,-1
63,2,98.81,73.34,90.37,271.14,0.95,-1,-1,-1
63,3,130.17,109.80,66.52,207.55,0.86,-1,-1,-1
63,4,194.08,120.97,50.54,170.98,0.88,-1,-1,-1
64,2,99.72,72.04,91.20,275.50,0.93,-1,-1,-1
64,3,126.02,107.88,66.89,208.95,0.67,-1,-1,-1
64,4,196.43,121.29,49.51,167.17,0.88,-1,-1,-1
65,2,101.46,69.77,91.79,278.92,0.91,-1,-1,-1
65,3,124.25,114.07,64.68,199.99,0.61,-1,-1,-1
65,4,198.06,121.72,49.17,166.30,0.88,-1,-1,-1
66,2,104.10,69.14,91.45,279.48,0.93,-1,-1,-1
66,4,199.66,122.19,49.26,166.82,0.87,-1,-1,-1
67,2,106.27,67.95,91.10,280.76,0.93,-1,-1,-1
67,4,201.23,122.35,48.94,166.59,0.86,-1,-1,-1
68,2,108.40,66.25,90.61,282.31,0.93,-1,-1,-1
68,4,202.32,122.56,48.39,166.09,0.85,-1,-1,-1
69,2,110.77,64.72,89.86,283.14,0.92,-1,-1,-1
69,4,202.84,123.17,47.49,165.70,0.87,-1,-1,-1
70,2,112.84,63.35,89.18,284.37,0.91,-1,-1,-1
70,4,204.18,123.24,46.70,166.06,0.86,-1,-1,-1
71,2,115.49,62.10,88.66,285.53,0.88,-1,-1,-1
71,4,205.53,123.49,46.12,167.06,0.82,-1,-1,-1
71,3,105.19,103.26,72.93,218.35,0.56,-1,-1,-1
72,2,119.06,60.84,88.33,287.50,0.91,-1,-1,-1
72,4,207.48,123.80,45.27,167.08,0.80,-1,-1,-1
72,3,101.48,117.19,71.07,203.98,0.73,-1,-1,-1
73,2,123.77,60.09,87.51,286.99,0.92,-1,-1,-1
73,4,210.04,123.53,43.76,163.98,0.73,-1,-1,-1
73,3,94.25,113.62,75.69,209.52,0.85,-1,-1,-1
74,2,128.31,58.87,88.36,289.38,0.91,-1,-1,-1
74,4,212.42,123.57,42.68,162.06,0.77,-1,-1,-1
74,3,86.03,110.70,80.92,216.15,0.86,-1,-1,-1
75,2,134.13,57.16,89.94,291.67,0.92,-1,-1,-1
75,4,214.35,124.04,41.91,161.68,0.68,-1,-1,-1
75,3,79.94,109.74,85.77,221.19,0.90,-1,-1,-1
76,2,139.93,56.02,92.30,293.77,0.93,-1,-1,-1
76,4,216.99,124.36,40.12,156.21,0.69,-1,-1,-1
76,3,76.21,109.50,88.82,221.48,0.91,-1,-1,-1
77,2,144.83,57.28,94.00,292.25,0.94,-1,-1,-1
77,4,219.95,124.32,40.93,159.78,0.60,-1,-1,-1
77,3,73.95,108.85,91.14,220.88,0.93,-1,-1,-1
78,2,147.44,57.73,96.29,292.29,0.93,-1,-1,-1
78,4,224.53,124.75,36.18,138.73,0.52,-1,-1,-1
78,3,71.44,108.63,92.83,220.29,0.92,-1,-1,-1
79,2,148.53,58.01,98.48,293.09,0.93,-1,-1,-1
79,4,227.17,125.88,33.02,124.35,0.31,-1,-1,-1
79,3,68.96,107.84,94.60,220.88,0.92,-1,-1,-1
80,2,148.58,57.16,101.06,295.09,0.92,-1,-1,-1
80,4,228.73,126.91,31.74,118.01,0.48,-1,-1,-1
80,3,67.31,107.70,95.96,220.76,0.92,-1,-1,-1
81,2,148.72,56.03,103.78,298.30,0.93,-1,-1,-1
81,4,229.92,127.80,34.04,125.38,0.23,-1,-1,-1
81,3,65.98,107.78,96.90,220.41,0.92,-1,-1,-1
82,2,149.07,55.17,105.95,300.53,0.94,-1,-1,-1
82,3,65.73,107.34,98.36,221.48,0.93,-1,-1,-1
83,2,150.65,54.87,107.44,301.93,0.94,-1,-1,-1
83,3,64.58,106.77,99.14,221.98,0.95,-1,-1,-1
84,2,152.51,54.40,108.35,302.94,0.93,-1,-1,-1
84,3,63.92,106.26,99.65,222.13,0.95,-1,-1,-1
85,2,154.33,53.49,108.75,304.02,0.92,-1,-1,-1
85,3,61.98,105.78,99.70,222.46,0.95,-1,-1,-1
86,2,157.23,52.19,108.65,305.81,0.92,-1,-1,-1
86,3,59.55,105.92,99.09,222.25,0.95,-1,-1,-1
87,2,160.65,50.36,108.16,308.10,0.93,-1,-1,-1
87,3,56.73,104.73,98.69,224.01,0.95,-1,-1,-1
88,2,164.04,49.92,107.28,309.45,0.93,-1,-1,-1
88,3,55.52,104.45,97.68,224.49,0.95,-1,-1,-1
89,2,167.89,46.99,107.20,312.55,0.93,-1,-1,-1
89,3,53.25,103.91,97.09,225.41,0.93,-1,-1,-1
90,2,171.62,45.08,107.19,314.95,0.93,-1,-1,-1
90,3,50.65,103.37,96.75,226.22,0.94,-1,-1,-1
91,2,174.99,44.46,108.20,319.50,0.93,-1,-1,-1
91,3,47.20,102.17,97.40,229.19,0.94,-1,-1,-1
92,2,178.64,42.92,109.05,322.82,0.94,-1,-1,-1
92,3,44.09,101.58,97.91,231.64,0.94,-1,-1,-1
93,2,182.01,41.38,110.09,326.50,0.95,-1,-1,-1
93,3,41.17,100.92,98.54,234.80,0.94,-1,-1,-1
94,2,185.17,39.79,111.85,332.03,0.94,-1,-1,-1
94,3,38.27,100.84,98.12,235.21,0.94,-1,-1,-1
95,2,188.61,39.37,112.04,332.72,0.93,-1,-1,-1
95,3,34.15,100.98,97.40,233.96,0.94,-1,-1,-1
96,2,192.70,42.04,111.13,329.04,0.94,-1,-1,-1
96,3,29.81,100.52,97.98,235.48,0.94,-1,-1,-1
97,2,194.85,37.42,113.26,335.33,0.94,-1,-1,-1
97,3,26.88,100.29,98.62,237.90,0.94,-1,-1,-1
98,2,197.68,36.62,114.05,337.64,0.94,-1,-1,-1
98,3,24.96,100.06,98.56,238.64,0.94,-1,-1,-1
99,2,200.61,37.03,114.30,338.06,0.94,-1,-1,-1
99,3,22.96,99.99,98.56,239.78,0.93,-1,-1,-1
100,2,203.61,35.19,113.40,335.04,0.94,-1,-1,-1
100,3,20.71,100.13,98.11,239.72,0.94,-1,-1,-1
101,2,204.74,32.71,115.55,342.60,0.92,-1,-1,-1
101,3,18.60,99.60,98.05,240.86,0.94,-1,-1,-1
102,2,206.55,31.14,116.40,347.26,0.93,-1,-1,-1
102,3,16.51,98.42,98.01,242.09,0.94,-1,-1,-1
103,2,208.34,28.62,116.93,352.12,0.92,-1,-1,-1
103,3,14.23,96.70,98.17,243.95,0.94,-1,-1,-1
104,2,211.40,27.10,116.15,354.20,0.93,-1,-1,-1
104,3,12.01,95.61,98.20,245.37,0.93,-1,-1,-1
105,2,214.13,23.79,116.43,360.38,0.91,-1,-1,-1
105,3,9.59,94.24,98.16,246.55,0.93,-1,-1,-1
106,2,217.44,20.55,116.00,364.07,0.92,-1,-1,-1
106,3,6.86,93.66,97.99,247.04,0.93,-1,-1,-1
107,2,221.91,17.26,114.32,363.58,0.90,-1,-1,-1
107,3,4.05,92.94,98.18,248.31,0.93,-1,-1,-1
108,2,226.02,15.24,113.20,364.55,0.90,-1,-1,-1
108,3,1.37,91.94,98.51,249.81,0.93,-1,-1,-1
108,5,296.26,127.24,47.16,138.00,0.67,-1,-1,-1
109,2,230.36,12.50,113.93,370.63,0.88,-1,-1,-1
109,3,-1.11,91.88,98.26,249.28,0.93,-1,-1,-1
109,5,299.04,126.47,47.57,139.28,0.75,-1,-1,-1
110,2,235.35,12.95,113.33,371.27,0.90,-1,-1,-1
110,3,-4.41,90.83,99.11,251.61,0.92,-1,-1,-1
110,5,301.19,126.77,48.73,142.74,0.73,-1,-1,-1
111,2,240.01,13.58,112.78,371.78,0.91,-1,-1,-1
111,3,-7.40,90.30,99.47,252.45,0.92,-1,-1,-1
111,5,303.36,126.80,47.99,140.43,0.73,-1,-1,-1
112,2,245.68,10.94,114.79,378.75,0.90,-1,-1,-1
112,3,-10.72,89.45,100.20,254.02,0.91,-1,-1,-1
112,5,304.86,126.40,51.31,150.89,0.74,-1,-1,-1
113,2,253.72,8.72,116.45,380.48,0.91,-1,-1,-1
113,3,-13.97,89.98,100.26,253.29,0.91,-1,-1,-1
113,5,306.05,126.27,52.86,156.40,0.71,-1,-1,-1
114,2,261.78,11.31,117.70,377.04,0.90,-1,-1,-1
114,3,-18.20,90.66,100.67,252.66,0.90,-1,-1,-1
114,5,307.12,126.07,54.13,161.11,0.67,-1,-1,-1
115,2,265.08,10.63,119.50,377.05,0.88,-1,-1,-1
115,3,-22.41,91.02,101.16,252.01,0.89,-1,-1,-1
115,5,308.98,124.01,56.11,165.80,0.47,-1,-1,-1
116,2,264.99,6.33,123.74,387.42,0.89,-1,-1,-1
116,3,-26.43,89.80,102.35,253.41,0.88,-1,-1,-1
117,2,265.16,6.25,125.26,387.67,0.88,-1,-1,-1
117,3,-30.27,89.51,103.22,254.06,0.87,-1,-1,-1
118,2,264.30,6.21,127.33,387.72,0.88,-1,-1,-1
118,3,-34.15,88.05,104.31,255.95,0.86,-1,-1,-1
119,2,267.51,4.05,128.88,390.13,0.88,-1,-1,-1
119,3,-36.42,87.82,104.50,256.64,0.85,-1,-1,-1
120,2,266.51,2.45,131.55,394.97,0.88,-1,-1,-1
120,3,-39.06,87.45,104.96,258.68,0.84,-1,-1,-1
121,2,269.88,-3.84,134.72,403.34,0.86,-1,-1,-1
121,3,-41.98,86.87,105.35,260.79,0.84,-1,-1,-1
122,2,278.47,-4.16,133.70,401.88,0.89,-1,-1,-1
122,3,-43.22,86.22,104.32,259.59,0.86,-1,-1,-1
123,2,287.11,-5.57,133.54,404.65,0.90,-1,-1,-1
123,3,-44.10,85.08,103.56,259.40,0.85,-1,-1,-1
124,2,294.12,-9.36,134.46,410.43,0.91,-1,-1,-1
124,3,-44.64,84.51,102.69,259.44,0.85,-1,-1,-1
125,2,300.49,-11.42,134.92,413.66,0.92,-1,-1,-1
125,3,-46.30,84.55,100.78,256.63,0.83,-1,-1,-1
126,2,305.56,-18.38,137.31,422.39,0.92,-1,-1,-1
126,3,-48.22,83.60,99.41,255.46,0.78,-1,-1,-1
127,2,312.73,-15.43,135.81,415.88,0.92,-1,-1,-1
127,3,-50.53,83.87,97.19,252.88,0.76,-1,-1,-1
128,2,318.04,-18.11,137.86,420.76,0.92,-1,-1,-1
128,3,-52.38,84.61,93.22,244.27,0.49,-1,-1,-1
129,2,321.95,-22.22,142.32,432.90,0.92,-1,-1,-1
129,3,-55.37,86.99,92.50,244.51,0.23,-1,-1,-1
130,2,327.31,-22.30,144.62,437.94,0.93,-1,-1,-1
131,2,332.83,-23.97,146.73,441.92,0.93,-1,-1,-1
132,2,338.34,-23.56,148.01,442.33,0.93,-1,-1,-1
133,2,343.14,-24.31,149.94,444.52,0.92,-1,-1,-1
134,2,347.77,-27.47,152.19,448.62,0.92,-1,-1,-1
135,2,352.77,-27.94,152.79,447.72,0.93,-1,-1,-1
136,2,357.73,-26.69,152.21,444.37,0.93,-1,-1,-1
137,2,361.72,-28.05,152.65,444.87,0.93,-1,-1,-1
138,2,365.93,-26.24,152.01,443.16,0.93,-1,-1,-1
139,2,370.21,-27.40,151.59,442.96,0.92,-1,-1,-1
139,5,356.08,124.84,53.81,154.41,0.58,-1,-1,-1
140,2,373.44,-32.88,154.04,453.36,0.90,-1,-1,-1
140,5,358.67,125.22,47.68,128.75,0.77,-1,-1,-1
141,2,376.55,-42.13,158.53,471.50,0.86,-1,-1,-1
141,5,356.85,125.59,52.87,141.20,0.85,-1,-1,-1
142,2,382.95,-46.20,159.64,478.34,0.88,-1,-1,-1
142,5,355.96,125.78,56.13,148.47,0.90,-1,-1,-1
143,2,390.92,-53.68,161.59,485.92,0.85,-1,-1,-1
143,5,355.58,125.85,58.53,153.89,0.90,-1,-1,-1
144,2,398.72,-61.10,165.22,497.36,0.85,-1,-1,-1
144,5,355.63,125.94,59.85,156.03,0.90,-1,-1,-1
145,2,406.72,-63.49,168.15,505.39,0.84,-1,-1,-1
145,5,355.50,125.75,61.47,159.31,0.90,-1,-1,-1
146,2,413.72,-70.10,172.24,516.22,0.83,-1,-1,-1
146,5,355.06,125.59,62.46,160.73,0.90,-1,-1,-1
147,2,419.94,-77.53,177.21,527.57,0.82,-1,-1,-1
147,5,355.09,125.45,62.96,160.68,0.90,-1,-1,-1
148,2,427.87,-80.58,180.15,530.86,0.83,-1,-1,-1
148,5,355.23,125.47,63.11,159.92,0.90,-1,-1,-1
149,2,439.27,-83.10,184.45,531.88,0.83,-1,-1,-1
149,5,355.34,125.40,63.28,159.50,0.90,-1,-1,-1
150,2,448.37,-81.07,188.03,529.33,0.85,-1,-1,-1
150,5,358.15,125.30,61.68,155.89,0.89,-1,-1,-1
151,2,455.72,-80.75,192.68,530.84,0.84,-1,-1,-1
151,5,359.83,125.34,60.71,154.24,0.88,-1,-1,-1
152,2,460.61,-83.68,197.97,536.67,0.84,-1,-1,-1
152,5,360.70,125.66,59.78,152.84,0.89,-1,-1,-1
153,2,464.95,-78.39,198.83,526.70,0.83,-1,-1,-1
153,5,360.69,125.62,59.41,153.39,0.89,-1,-1,-1
154,2,474.24,-82.14,203.68,534.19,0.84,-1,-1,-1
154,5,359.93,125.61,59.52,155.26,0.88,-1,-1,-1
155,2,478.92,-87.63,207.00,542.39,0.82,-1,-1,-1
155,5,359.76,125.75,58.67,154.90,0.88,-1,-1,-1
156,2,485.88,-91.75,207.57,546.29,0.84,-1,-1,-1
156,5,359.67,125.88,57.12,152.70,0.88,-1,-1,-1
157,2,497.52,-102.41,212.13,563.13,0.81,-1,-1,-1
157,5,359.26,126.16,55.71,150.86,0.88,-1,-1,-1
158,2,507.97,-100.78,212.06,567.38,0.78,-1,-1,-1
158,5,359.00,126.26,54.15,148.65,0.88,-1,-1,-1
159,2,519.11,-100.91,212.20,570.91,0.80,-1,-1,-1
159,5,358.21,126.29,53.10,147.98,0.87,-1,-1,-1
160,2,528.56,-103.92,207.86,560.73,0.77,-1,-1,-1
160,5,357.25,126.30,52.22,148.06,0.86,-1,-1,-1
161,2,541.58,-102.38,201.80,542.46,0.71,-1,-1,-1
161,5,356.80,126.46,50.86,146.89,0.85,-1,-1,-1
162,2,548.71,-110.03,204.72,550.79,0.61,-1,-1,-1
162,5,356.63,126.66,48.85,143.10,0.84,-1,-1,-1
163,2,559.78,-109.37,202.97,545.57,0.45,-1,-1,-1
163,5,355.48,126.74,46.90,138.92,0.83,-1,-1,-1
164,2,567.47,-124.76,217.74,587.27,0.22,-1,-1,-1
164,5,353.40,126.45,47.05,141.29,0.82,-1,-1,-1
165,2,577.66,-116.51,212.42,575.27,0.12,-1,-1,-1
165,5,351.80,126.65,45.48,137.00,0.83,-1,-1,-1
166,5,348.90,126.96,47.39,144.31,0.84,-1,-1,-1
167,5,347.28,126.84,48.06,147.32,0.85,-1,-1,-1
168,5,344.95,126.49,48.19,149.10,0.87,-1,-1,-1
169,5,342.74,126.58,48.86,152.72,0.87,-1,-1,-1
170,5,341.11,126.46,48.39,152.13,0.86,-1,-1,-1
171,5,339.58,126.19,47.38,149.07,0.84,-1,-1,-1
172,5,338.04,126.31,46.00,144.31,0.82,-1,-1,-1
173,5,336.08,126.75,45.91,143.51,0.84,-1,-1,-1
174,5,334.13,126.90,46.30,144.45,0.85,-1,-1,-1
175,5,332.80,126.96,45.63,141.47,0.86,-1,-1,-1
176,5,331.45,127.29,45.98,142.96,0.86,-1,-1,-1
177,5,330.08,127.56,46.12,144.59,0.87,-1,-1,-1
178,5,326.63,127.58,47.01,147.11,0.85,-1,-1,-1
179,5,323.54,127.89,47.70,148.67,0.86,-1,-1,-1
180,5,320.93,127.93,48.24,149.78,0.85,-1,-1,-1
181,5,320.52,128.24,45.60,139.93,0.80,-1,-1,-1
182,5,318.00,128.66,47.04,144.79,0.85,-1,-1,-1
183,5,316.28,128.36,47.75,148.32,0.85,-1,-1,-1
184,5,315.34,128.16,46.29,145.23,0.85,-1,-1,-1
185,5,314.94,127.77,43.55,137.90,0.86,-1,-1,-1
186,5,314.03,127.08,42.04,134.44,0.83,-1,-1,-1
187,5,310.40,126.36,42.34,136.01,0.80,-1,-1,-1
